Parameters,Group ID,Image
"[84.24894861280163, 34.428409520018036, 0.45966912780015967, 0.14355903303531706, 3.751729070525755]",573,72
NULL,573,73
NULL,573,74
NULL,573,75
NULL,573,76
NULL,573,77
NULL,573,78
NULL,573,79
NULL,573,80
NULL,573,81
"[89.28877725228782, 35.80422793154391, 0.5196183030863744, 0.1928780588838775, 6.241914347414593]",573,82
NULL,573,83
NULL,573,84
NULL,573,85
NULL,573,86
NULL,573,87
NULL,573,88
NULL,573,89
"[94.35197368318678, 37.28419321956453, 0.687281096345268, 0.21100634661632617, 6.574183496779881]",573,90
NULL,573,91
NULL,573,92
"[96.18156084949948, 37.859410505816605, 0.7212796932576727, 0.2130657646969411, 6.543043538556049]",573,93
"[96.75989550777187, 38.08902798382033, 0.7381303133181938, 0.20874422017616465, 7.125016348909753]",573,94
NULL,573,95
"[98.64497491074091, 38.78707166762872, 0.7552598858165, 0.24189092253585195, 3.9451862290382564]",573,96
"[99.31996843903856, 38.981626493249266, 0.6644097308167863, 0.22424586419408002, 7.352379359884196]",573,97
NULL,573,98
NULL,573,99
