Parameters,Group ID,Image
"[43.39257233536528, 70.29888977180788, 0.4018465383630314, 0.2962735591327288, 0]",161,0
NULL,161,1
NULL,161,2
"[42.944361600016826, 73.63443358026338, 0.5674498783643287, 0.3524178986369293, 0]",161,3
NULL,161,4
"[42.43668005707315, 77.5194215227345, 0.5962937478349839, 0.4044419265913175, 0]",161,5
NULL,161,6
"[42.029506310410355, 80.46467851679363, 0.5947136160035674, 0.44589890344431365, 354.49452214202233]",161,7
NULL,161,8
"[41.593337242717475, 83.75277763853184, 0.6417146654370989, 0.4744186822185552, 353.59564727361544]",161,9
"[41.16921075458519, 87.3854624651745, 0.6269478175864976, 0.5120291988305472, 351.09828396711055]",161,10
NULL,161,11
"[40.64671249615773, 91.37031782443985, 0.6749595293319218, 0.6323538606744579, 350.9723870492893]",161,12
"[40.420802772521384, 93.65451465507208, 0.7256105687324478, 0.5883231445628502, 341.17528998176385]",161,13
"[40.090567505548734, 95.91142984323972, 0.7727923729383118, 0.7244529117731519, 352.12606186827514]",161,14
NULL,161,15
