Parameters,Group ID,Image
"[36.011744119609155, 39.51825377580289, 0.42491589572677335, 0.12609841608204658, 356.87786953788475]",539,70
"[35.82278932059198, 39.751060613824315, 0.4204280898556475, 0.15369076694507192, 354.4685933962103]",539,71
"[35.62360304526126, 39.95002075323615, 0.4565772732483448, 0.17246484672049797, 356.583411808228]",539,72
"[35.38531884611272, 40.136145410385105, 0.5498750795603887, 0.1511805997166514, 356.72951207681587]",539,73
"[35.19931305356507, 40.39067132420113, 0.4803118279357474, 0.18413218562584416, 357.4362297885349]",539,74
"[34.8738701048196, 40.82943400700021, 0.4922134435068957, 0.18617859995334946, 356.47854662307805]",539,75
NULL,539,76
"[34.43787326715947, 41.35355029123314, 0.5298251925579942, 0.18821590031506075, 355.030259271895]",539,77
"[34.20091337275933, 41.596562529479506, 0.601486645540926, 0.193503033283515, 356.6335393365729]",539,78
"[34.066066214113775, 41.817686496116444, 0.5604760976421459, 0.18774989515253623, 356.4785466230788]",539,79
NULL,539,80
"[33.398807911298874, 42.75826528676768, 0.5468899506868107, 0.20998840412117442, 356.37935869967083]",539,81
"[33.21164030193943, 43.03250117453436, 0.4333003197413059, 0.20867638551204234, 352.97160376105023]",539,82
NULL,539,83
NULL,539,84
NULL,539,85
NULL,539,86
NULL,539,87
NULL,539,88
"[31.020294998087465, 45.78996389652337, 0.6487651070616106, 0.27518753330165796, 355.4954637047948]",539,89
"[30.470175090198197, 46.65243145670885, 0.6252856892755613, 0.26264314717245163, 350.1341930569159]",539,90
"[30.126382040129577, 47.083938521020215, 0.6033382257093332, 0.29692514815678317, 353.9114718458047]",539,91
"[29.83930798098878, 47.52557280118643, 0.714935530090566, 0.31493042212556016, 355.6012946450058]",539,92
"[29.52045225461266, 47.95421500104848, 0.675524291336258, 0.2940070817196028, 354.0227233670493]",539,93
"[29.213853377164888, 48.47145785959435, 0.694288538934231, 0.31227337357105395, 354.86362150757515]",539,94
"[28.477775679468202, 49.515472427434744, 0.5999603594409966, 0.32057926297930833, 353.15722658737076]",539,95
"[28.143253202569447, 50.085617776693624, 0.628706407544805, 0.30005279077480174, 349.7364037421108]",539,96
"[27.766929379182663, 50.61855944857815, 0.6482224465488389, 0.34530897427169666, 351.6341138759659]",539,97
"[27.344370770948455, 51.16649012491753, 0.6495228788579617, 0.3182487971583896, 0]",539,98
"[26.94549561390587, 51.72336494344317, 0.7045088473292118, 0.375207008211575, 0]",539,99
"[26.158299750990455, 52.986885917472016, 0.7287646700786289, 0.4084192896866128, 0]",539,100
"[19.793698448320658, 63.029449051984855, 0.787718622126723, 0.5309979006254592, 349.5792876032058]",539,110
"[9.506826758331748, 79.42383653600616, 1.1196221279801017, 0.9557405773870029, 345.2315944233648]",539,120

