Parameters,Group ID,Image
"[71.69788783471756, 66.30092600705595, 0.33591928386023046, 0.253085338924439, 11.034296204279997]",571,72
NULL,571,73
NULL,571,74
NULL,571,75
"[74.31906813745054, 72.22798788825727, 0.4267370558248232, 0.29667701783307215, 14.107065401957243]",571,76
NULL,571,77
NULL,571,78
NULL,571,79
NULL,571,80
NULL,571,81
"[79.09149796286906, 83.22477354168952, 0.5075159985065906, 0.3719411603821216, 13.109208198160275]",571,82
NULL,571,83
NULL,571,84
NULL,571,85
NULL,571,86
NULL,571,87
NULL,571,88
NULL,571,89
