Parameters,Group ID,Image
"[10.516640363109582, 41.557557024159394, 1.2257156600360826, 0.3670396382452734, 355.314100160498]",24,0
"[10.12901060901646, 41.71715814077333, 1.3024264591491739, 0.2654583741341231, 354.8494869794553]",24,1
"[9.800105790979678, 41.80057125575261, 1.2933191233858297, 0.3135072421754632, 354.1569365489486]",24,2
"[9.373224082961219, 41.91040680581326, 1.3312327703342854, 0.29098636673663525, 354.1913003915288]",24,3
"[8.940173121091604, 42.034919765586935, 1.3487682967970231, 0.3273251734611847, 354.1605076884822]",24,4
"[8.037908516446048, 42.26720029302196, 1.4080718524469844, 0.31141878652002025, 354.4525100965977]",24,5
"[7.636339484976356, 42.3622365361674, 1.3675532985664052, 0.33479478677237734, 354.2894068625014]",24,6
"[7.0985690085492354, 42.524583945866304, 1.5264113030368096, 0.32468027109701003, 353.337141364502]",24,7
"[6.75616028132182, 42.64266342815052, 1.4100495537336089, 0.36173109288969507, 353.6228407295529]",24,8
"[6.217897324419646, 42.79903789217691, 1.4799694384326114, 0.32349785265120556, 354.20720350496833]",24,9
"[5.173796986566017, 43.092311981029326, 1.6116741620592197, 0.3797497382049545, 353.2852610923388]",24,10
"[4.757036400114073, 43.22515810268748, 1.6530454210320271, 0.3301707758607274, 353.21317395643405]",24,11
"[4.23100514855234, 43.39921472462501, 1.5606799459559484, 0.37405849485531095, 353.01894259317146]",24,12
"[3.693114577173542, 43.57955822076994, 1.641049237929227, 0.3344141904308213, 353.0425819598392]",24,13
"[3.286926349185928, 43.678266865972546, 1.5382654308361732, 0.4154662203600273, 352.99873244250546]",24,14
"[2.0734906856971556, 44.11037599740157, 1.7313439574036404, 0.4000949582967938, 353.270644054353]",24,15
"[1.6661131582202104, 44.232571700603415, 1.6096523047608569, 0.49697302217023054, 352.5308189021116]",24,16
