Parameters,Group ID,Image
"[62.3443044488225, 52.03287392357622, 0.44895646021738145, 0.21253780593264082, 0]",423,35
NULL,423,36
NULL,423,37
NULL,423,38
NULL,423,39
NULL,423,40
NULL,423,41
NULL,423,42
"[64.44511761131521, 56.93734393829052, 0.42868510004625193, 0.2652073309653318, 0]",423,43
NULL,423,44
"[65.26185996277559, 58.89411552499341, 0.5269778020223805, 0.24895864098333723, 4.5824862504416615]",423,45
NULL,423,46
NULL,423,47
NULL,423,48
"[66.49962425715026, 61.91828939244003, 0.49599928930972176, 0.3053902598994755, 7.650650955358969]",423,49
"[67.190079745641, 63.56263166215932, 0.5910658197607255, 0.3438222344517684, 10.681398121287259]",423,50
"[67.51978933895342, 64.50121513074298, 0.5726896995227122, 0.32934577365594464, 7.8290765100571775]",423,51
"[67.92511136507594, 65.45742042511412, 0.5475316830042376, 0.3360754056309937, 8.017093073648994]",423,52
NULL,423,53
"[68.68099259437015, 67.42647040340822, 0.6241948662007522, 0.3629154530644169, 6.674469047117839]",423,54
"[69.59488934448682, 69.6814265751491, 0.5975610485493237, 0.37129026335145493, 7.224315694042048]",423,55
"[69.96559120852504, 70.88215488763058, 0.6445789880449112, 0.35991615179941033, 15.64224645721896]",423,56
"[70.42417075959366, 72.12076597743794, 0.6860854928606245, 0.4271244869639831, 15.087322366046692]",423,57
"[70.93081261374802, 73.35872728126174, 0.7149667421609066, 0.4577023341323803, 15.534959757910713]",423,58
NULL,423,59
"[72.66680918511862, 77.73490331601036, 0.5878701671967687, 0.47065461001979286, 13.594473742066555]",423,60
"[73.27270245233353, 79.26414076389926, 0.655315067622524, 0.49149367621924794, 10.7016216554984]",423,61
"[73.87253874332042, 80.95419076511072, 0.7043003144435724, 0.5362275388825943, 10.995770922588235]",423,62
"[74.46927990086533, 82.6056471445623, 0.7327607612924671, 0.5676921650333256, 16.19690740944992]",423,63
"[75.13679909700747, 84.53152850692611, 0.8854015548066219, 0.5593222337199983, 15.751173663448412]",423,64
"[76.66835108287599, 88.45554408320041, 0.7485842833368662, 0.6497070233401118, 22.83365417793044]",423,65
"[77.4979630335413, 90.64547595287445, 0.7770584429578402, 0.6525836043148059, 16.519919110921307]",423,66
NULL,423,67
"[79.2720482790636, 95.36198436266616, 0.7843994924951686, 0.678355710789273, 25.407718108945062]",423,68
NULL,423,69
NULL,423,70
