Parameters,Group ID,Image
"[60.48010576569433, 53.75450455131552, 0.3929805788106009, 0.1910140079749496, 0]",627,89
NULL,627,90
"[61.13241704764594, 55.82434463970449, 0.38999070860775353, 0.26970322649906536, 4.07516306463458]",627,91
NULL,627,92
NULL,627,93
"[61.82871885910225, 58.13567148510792, 0.3895413462830467, 0.23033376426629648, 2.285550195295002]",627,94
NULL,627,95
"[62.59011009495744, 60.83149615655991, 0.40007334412410994, 0.2684363833885378, 7.059184495237901]",627,96
"[62.9024527496675, 61.720318780101024, 0.4303626170387811, 0.2716075125650864, 9.027612950715593]",627,97
"[63.11654786078261, 62.663843045140034, 0.41842523665181375, 0.362404049715245, 0]",627,98
"[63.43642707907795, 63.77167887379282, 0.4900931111855442, 0.33351734063251115, 0]",627,99
NULL,627,100
"[69.22520418851275, 84.51189087791606, 0.6879834535152629, 0.5979180235935609, 15.255118703063147]",627,110
