Parameters,Group ID,Image
"[39.96565842269057, 54.57551122540188, 0.3355137787809994, 0.2217907339371763, 0]",677,90
NULL,677,91
NULL,677,92
NULL,677,93
NULL,677,94
NULL,677,95
"[38.5624231980218, 60.073387885038606, 0.3471913888644378, 0.2691946658196829, 352.8007663616264]",677,96
"[38.31642683467122, 60.959461772747304, 0.3903969219281507, 0.30552309602818184, 0]",677,97
NULL,677,98
NULL,677,99
NULL,677,100
"[32.92238641496683, 82.78383841689498, 0.6441549211814557, 0.5112879644451616, 335.1858030094645]",677,110
NULL,677,120
