Parameters,Group ID,Image
"[45.05967477757209, 68.76941198478545, 0.36360865992276814, 0.2174493417121539, 0]",355,20
NULL,355,21
NULL,355,22
"[44.77223941870812, 72.02230183531213, 0.44002526230507755, 0.3025891614301628, 0]",355,23
NULL,355,24
"[44.4044898672272, 75.74301951358375, 0.39015459418246934, 0.3013744678793273, 0]",355,25
NULL,355,26
NULL,355,27
"[44.00341132606747, 80.12263801732931, 0.4342547114389106, 0.36810187107330705, 0]",355,28
NULL,355,29
NULL,355,30
"[43.388660335298454, 86.99224971480606, 0.4681669708814135, 0.41770318065868534, 340.91357466262286]",355,31
"[43.10478044728121, 88.98694673880992, 0.561195575271696, 0.5114190955254119, 0]",355,32
NULL,355,33
"[42.75717535539466, 93.27444678740696, 0.6299586694749735, 0.5192685031309168, 0]",355,34
NULL,355,35
NULL,355,36
