Parameters,Group ID,Image
"[49.047886455326164, 65.15024450292704, 0.40330260529766804, 0.25249842646957177, 0]",427,36
NULL,427,37
NULL,427,38
"[49.028825716305256, 68.09393421217695, 0.43996647850655535, 0.2994052487781431, 0]",427,39
"[49.058759730887814, 70.22403179359091, 0.46929757707366093, 0.3892268234115903, 0]",427,40
"[49.01120480450484, 71.44307573827032, 0.4156946424690986, 0.3182487971583754, 0]",427,41
"[49.017822421815396, 72.65953515321073, 0.4487612617564096, 0.32146343147311995, 0]",427,42
"[48.95422346093979, 73.87866914390095, 0.3929613417090607, 0.2781140877389703, 0]",427,43
NULL,427,44
"[48.87447171405868, 78.10834031668014, 0.5314278099746943, 0.40182928934140705, 0]",427,45
NULL,427,46
NULL,427,47
"[48.84372360614562, 82.9039902352929, 0.5045880215921414, 0.4529711988939482, 0]",427,48
"[48.85622096599038, 84.72611985545826, 0.5078087961980415, 0.4500488040623764, 0]",427,49
NULL,427,50
NULL,427,51
NULL,427,52
"[48.68273303726161, 95.33235097501021, 0.5858696367298819, 0.6418017409360885, 0]",427,53
NULL,427,54
NULL,427,55
