Parameters,Group ID,Image
"[49.894940001077956, 28.70349361873351, 0.21998323925327412, 0.09980174959271437, 0]",740,98
NULL,740,99
NULL,740,100
NULL,740,110
NULL,740,120
"[49.90925972172523, 31.573706351017893, 0.5572908727749706, 0.189623324226158, 0]",740,130
"[49.90633021086747, 33.22601082970515, 0.5943513139702503, 0.2746653461325437, 0]",740,140
"[49.788043805325096, 35.751108303581944, 0.8335114557663723, 0.3674330336765242, 358.0250659891195]",740,150
"[49.93836268123718, 40.03821704335956, 0.9370107521877096, 0.4997373994561227, 357.92996934695793]",740,160
"[49.92568721229156, 46.957508303754636, 1.1223911505434285, 0.6641806435395168, 0]",740,170
"[49.91746498783457, 57.68609374886006, 1.4961260340085687, 1.0979756705418922, 0]",740,180
"[49.89144498497313, 73.47162423529171, 2.23229863753744, 1.6913914720281582, 0]",740,190
NULL,740,200
