Parameters,Group ID,Image
"[68.29380156929096, 49.353828103158996, 0.39760284736296514, 0.20691815058294324, 2.935673446420367]",697,93
"[68.61277554255962, 49.88173418098915, 0.4258125260549989, 0.22355165463622742, 6.676636425172887]",697,94
NULL,697,95
"[69.63490049714245, 51.63439870598794, 0.4032571650124738, 0.22124022831289647, 7.059184495237787]",697,96
"[69.98016850956424, 52.24063736619248, 0.4258875511943498, 0.20529219891221112, 7.431407971177009]",697,97
"[70.31255655656345, 52.843832321040296, 0.4149671768447689, 0.2353273050098892, 0]",697,98
"[70.71693660666416, 53.51602064934294, 0.45946229173642905, 0.29182767305346147, 0]",697,99
"[71.43169376863015, 54.8678500609474, 0.5715801333950029, 0.31117660166598465, 6.911227119022669]",697,100
"[77.77817054260726, 66.10935641303524, 0.6997307443095977, 0.44102957900526846, 11.535952351592016]",697,110
"[87.93419402674031, 85.3325318949079, 0.8731551027542068, 0.7634974214639936, 15.642246457207818]",697,120
