Parameters,Group ID,Image
"[33.75624916259611, 57.231030619750264, 0.29694707227026385, 0.1319692556597829, 0]",359,20
NULL,359,21
NULL,359,22
NULL,359,23
NULL,359,24
NULL,359,25
NULL,359,26
NULL,359,27
NULL,359,28
NULL,359,29
NULL,359,30
NULL,359,31
NULL,359,32
NULL,359,33
NULL,359,34
NULL,359,35
NULL,359,36
NULL,359,37
"[25.39685426033669, 76.25975751105842, 0.4648120236372992, 0.31139806750075893, 348.53043941728856]",359,38
NULL,359,39
"[23.52929385553997, 80.70682829790601, 0.5013171131877874, 0.35742293511787715, 348.845323923199]",359,40
"[22.87770213532121, 82.40103567006545, 0.48735339166864594, 0.3901537643996718, 339.9097622513304]",359,41
"[22.158961315546723, 84.11938153950798, 0.48396312635720995, 0.35130215856635594, 348.2875276889131]",359,42
"[21.384055726631658, 86.00872204759303, 0.4872720637192455, 0.42786782729072576, 346.34958086524273]",359,43
"[20.50928062304545, 87.99293680298517, 0.5080952235954646, 0.4055860217565964, 343.8898740206798]",359,44
"[18.802116586788674, 92.15494208109243, 0.5455147626920667, 0.4619415885303954, 335.0089179208261]",359,45
"[17.807571575634753, 94.48403996973235, 0.6022532402846345, 0.4858764190303036, 342.3498757800667]",359,46
"[16.764973981468668, 96.99028875827656, 0.7030958814392436, 0.5150159730612318, 335.85672946436983]",359,47
NULL,359,48
NULL,359,49
