Parameters,Group ID,Image
"[66.5710206119775, 46.92568854939355, 0.17184234453659997, 0.08505464732088086, 0]",53,0
NULL,53,1
NULL,53,2
NULL,53,3
NULL,53,4
NULL,53,5
NULL,53,6
NULL,53,7
NULL,53,8
NULL,53,9
NULL,53,10
NULL,53,11
NULL,53,12
NULL,53,13
NULL,53,14
NULL,53,15
NULL,53,16
NULL,53,17
NULL,53,18
NULL,53,19
NULL,53,20
NULL,53,21
NULL,53,22
NULL,53,23
NULL,53,24
NULL,53,25
NULL,53,26
NULL,53,27
NULL,53,28
NULL,53,29
"[79.39582966332813, 63.81631092888126, 0.31838969123908734, 0.18967831874155852, 6.968256741350103]",53,30
NULL,53,31
NULL,53,32
NULL,53,33
NULL,53,34
NULL,53,35
"[84.05807250181594, 70.67444083733912, 0.44604415984607193, 0.2742570550896962, 15.745606076254319]",53,36
NULL,53,37
NULL,53,38
NULL,53,39
"[88.45405823110856, 77.13968041632886, 0.4801459437066473, 0.32117575248364744, 21.742862348412018]",53,40
NULL,53,41
NULL,53,42
"[91.54967982897165, 81.90413376742532, 0.5271673732374865, 0.37129026335145615, 18.189045699642463]",53,43
"[92.69196040360875, 83.65390783140943, 0.5645715682005154, 0.3400923142885093, 18.972510262858407]",53,44
"[95.2021447415174, 87.5372923924829, 0.6315655841489957, 0.4051777117458915, 19.92207133860262]",53,45
