Parameters,Group ID,Image
"[61.43581410731414, 59.132269405343095, 0.1807737030172234, 0.1260292189867016, 0]",148,0
NULL,148,1
NULL,148,2
NULL,148,3
NULL,148,4
NULL,148,5
NULL,148,6
NULL,148,7
NULL,148,8
NULL,148,9
"[64.40735362631712, 68.52321980666878, 0.32124598917654623, 0.1833713384241662, 0]",148,10
NULL,148,11
NULL,148,12
NULL,148,13
NULL,148,14
NULL,148,15
NULL,148,16
NULL,148,17
NULL,148,18
NULL,148,19
"[69.37374166185788, 84.44488932830455, 0.3611171527835495, 0.3320903217697406, 0]",148,20
NULL,148,21
"[70.51554835974794, 88.15522526308428, 0.49119943303325825, 0.41646953166581435, 3.9793824526825574]",148,22
NULL,148,23
"[71.7903831834794, 92.31581321452023, 0.5370972883125666, 0.41942140693213154, 0]",148,24
NULL,148,25
NULL,148,26
