Parameters,Group ID,Image
"[78.20578253319657, 67.33001836202196, 0.43934649848439733, 0.2847460390619716, 0]",236,0
NULL,236,1
"[79.41464350249043, 69.13477761540125, 0.5649596794328088, 0.3595887970886029, 10.069062698880657]",236,2
NULL,236,3
NULL,236,4
NULL,236,5
NULL,236,6
NULL,236,7
"[84.56475951872518, 77.4175710008072, 0.6476380001458507, 0.46099365270852133, 10.088169783404851]",236,8
"[85.42118882265802, 78.8795195069039, 0.6056408203667617, 0.4189363681265794, 11.444265258294479]",236,9
"[87.42127481257147, 81.9730622599533, 0.6074349215685743, 0.4240953081314845, 17.612577842905864]",236,10
"[88.42451359873282, 83.62121427094006, 0.7161233881585262, 0.47670507026331654, 19.71428112843256]",236,11
NULL,236,12
NULL,236,13
NULL,236,14
"[94.55078471815995, 93.81740302047454, 0.8945281993104964, 0.6233553850824911, 21.92177859397367]",236,15
NULL,236,16
NULL,236,17
NULL,236,18
