Parameters,Group ID,Image
"[62.033268431949494, 60.96088636246638, 0.431109305484043, 0.18830555710825236, 0]",265,10
NULL,265,11
NULL,265,12
NULL,265,13
NULL,265,14
NULL,265,15
"[63.806019497607615, 66.57557314813631, 0.4424481965604062, 0.30117425815089444, 2.1816414035488947]",265,16
NULL,265,17
"[64.37623053595554, 68.49834601205568, 0.5016543200482881, 0.33405244799904216, 2.3613746581771125]",265,18
"[64.72309299204547, 69.49224164934881, 0.4391965371691664, 0.3055230960281682, 9.725635458066506]",265,19
"[65.4128525787016, 71.71599599737803, 0.4275007616155335, 0.28543300383516623, 0]",265,20
NULL,265,21
"[66.16850609644003, 74.07437971046289, 0.5208292443181355, 0.392721474919921, 2.1016543276701896]",265,22
"[66.56873910622025, 75.39061340554275, 0.529633905777272, 0.3553395929816917, 7.480913563381648]",265,23
"[67.02109130172698, 76.72212968027401, 0.49905773012706367, 0.4208327176182563, 4.06376947994579]",265,24
"[67.85910804531467, 79.68218419626103, 0.4951967570682404, 0.42084147196938787, 13.201087175707926]",265,25
"[68.29358992603916, 81.28118317502614, 0.5582713851101153, 0.4670795561799777, 3.399714159126745]",265,26
"[68.79829626374703, 82.89556383133396, 0.6634737044854404, 0.4688525650294224, 0]",265,27
"[69.3337730607149, 84.66197569569135, 0.6444176048050986, 0.520126094370007, 6.73601121412014]",265,28
"[69.87875889716206, 86.51981446145281, 0.5943831254510612, 0.48536659426436535, 12.893744044878588]",265,29
"[71.06827667460553, 90.49199212921728, 0.6706049517233327, 0.6521149188205153, 7.1885371427366636]",265,30
"[71.74302924375972, 92.64048368799345, 0.6989854660944262, 0.6062173008346617, 16.35587448268319]",265,31
"[72.35648447193597, 94.95114547788698, 0.7027144594706682, 0.6440735342842083, 15.503954841488508]",265,32
NULL,265,33
NULL,265,34
