Parameters,Group ID,Image
"[53.965996510576964, 61.36390311394564, 0.4095882494209633, 0.20162793994288108, 0]",411,27
"[54.04208453939348, 62.1608600340081, 0.365019762162321, 0.23313118501312496, 357.36756513101443]",411,28
NULL,411,29
"[54.339183858995, 64.60517545372994, 0.4416848666167274, 0.2786555384010491, 0]",411,30
NULL,411,31
"[54.502178475355336, 66.45463355291422, 0.46850760495969723, 0.28413042097608354, 0]",411,32
"[54.62303904723558, 67.37719199610129, 0.43695175486807614, 0.32146343147313416, 0]",411,33
"[54.71528486847556, 68.4312445539169, 0.44363286582743916, 0.29092210006274, 0]",411,34
"[54.86820339389842, 70.60336471694106, 0.45871638326557473, 0.34537393464054844, 0]",411,35
"[55.04096317004965, 71.74813816850141, 0.44363286582743916, 0.30738938874556254, 0]",411,36
"[55.164842672812576, 72.93625981613803, 0.49686880972673464, 0.37435636272228123, 0]",411,37
"[55.2999568535675, 74.25579407155521, 0.5146141243598379, 0.3502043393208396, 0]",411,38
"[55.44500352785921, 75.60900595650835, 0.5572908727749706, 0.3992069983708575, 0]",411,39
"[55.76824852811279, 78.39779508523424, 0.5719564220585198, 0.45908804812647475, 0]",411,40
"[55.89614732039924, 80.01811277281593, 0.46765647277773326, 0.4066512408135168, 0]",411,41
"[56.0799075410347, 81.64443806288456, 0.5550468237513367, 0.4821951472096796, 0]",411,42
"[56.247585963060054, 83.37733490975513, 0.6130196930661498, 0.49204800138434734, 0]",411,43
"[56.35819185669835, 85.13218984102576, 0.6130196930661427, 0.5348347841134142, 0]",411,44
"[56.77348695764619, 89.03408872803676, 0.6033406975253254, 0.5554965382330583, 354.345579177361]",411,45
"[57.00943567264633, 91.1852962942809, 0.6287381467345057, 0.5562281754779548, 0]",411,46
"[57.17524787033869, 93.42263469899268, 0.697834497946566, 0.6283148887883812, 0]",411,47
"[57.432455888564945, 95.83558736500721, 0.6548908365344772, 0.686762785419873, 0]",411,48
NULL,411,49
NULL,411,50
