Parameters,Group ID,Image
"[63.21339354703609, 53.375679271505035, 0.3190181909026282, 0.20987266407545965, 4.07516306463458]",688,91
NULL,688,92
NULL,688,93
NULL,688,94
NULL,688,95
"[64.80774369766003, 57.742394378491255, 0.349925766093463, 0.22124022831289653, 7.059184495237787]",688,96
"[65.15773230059737, 58.54275665424458, 0.37489746046049977, 0.26958093242190473, 9.027612950715195]",688,97
NULL,688,98
NULL,688,99
NULL,688,100
"[72.0171301737622, 78.07257289064898, 0.5997635099518257, 0.469463482984743, 15.255118703062976]",688,110
