Parameters,Group ID,Image
"[41.68469156582711, 70.98259798519109, 0.3516157210676667, 0.296273559132743, 0]",162,0
NULL,162,1
"[41.283552769312756, 73.2377911920047, 0.47194750106547695, 0.30518364838320894, 354.6441749571506]",162,2
"[41.094275608041166, 74.44705961992227, 0.46828388020357153, 0.31492663282449496, 356.34777721969294]",162,3
NULL,162,4
"[40.421106087896824, 78.50804934393051, 0.5545682293900771, 0.3822795166637151, 352.1260618682803]",162,5
NULL,162,6
"[39.88163351288486, 81.54404435709259, 0.6432881200993669, 0.3863766681472364, 354.49452214202194]",162,7
"[39.62361193601152, 83.17312650590681, 0.6237962414513452, 0.48177786389195004, 353.1572265873684]",162,8
"[39.36714192188017, 84.91725985852284, 0.6021026490520914, 0.46363643944086114, 352.72499504210884]",162,9
"[38.775409996527735, 88.67329348041494, 0.6953421249595594, 0.5275452351587546, 0]",162,10
"[38.491235019348835, 90.69601289432026, 0.7039463656104884, 0.518969097882119, 347.52489028779587]",162,11
"[38.13920155654294, 92.92156088890688, 0.6715033700731221, 0.565063383387552, 352.2881075873422]",162,12
"[37.757657600046024, 95.24088599130425, 0.7605211728182135, 0.5883301299661001, 349.0888716157175]",162,13
"[37.39379880769134, 97.61498099633971, 0.7497691429205269, 0.6626576174350083, 345.19162296096385]",162,14
NULL,162,15
