Parameters,Group ID,Image
"[14.215723484460053, 60.02776918780754, 0.644628821957372, 0.350970216203393, 354.64417495714554]",76,0
NULL,76,1
"[13.029232717669592, 61.2939027209231, 0.7269238907407995, 0.28969913401309766, 350.4130829436142]",76,2
"[12.309814180054977, 62.0306161357619, 0.79832589095131, 0.32210002531963544, 350.21034466062974]",76,3
NULL,76,4
"[10.106751348409453, 64.33222855067947, 0.816428244356728, 0.3175706698928344, 347.7285973252633]",76,5
NULL,76,6
"[8.43890515598562, 65.95365820075538, 0.8908404518209692, 0.4259756866147731, 349.80519118675966]",76,7
NULL,76,8
"[6.715701228894602, 67.78896280751727, 0.9232983869181288, 0.38994724849666407, 346.01375767134004]",76,9
"[4.7955136192885, 69.8179212913616, 0.9701377521422588, 0.4594016799882851, 350.46985772607746]",76,10
"[3.850547177254774, 70.88841936780342, 0.9600305381784422, 0.4193930122281338, 346.2867919384619]",76,11
NULL,76,12
"[1.7789604644312333, 73.15479942821003, 0.9672478048167932, 0.47493779755467336, 344.9121321781179]",76,13
NULL,76,14
