Parameters,Group ID,Image
"[21.944740606925524, 70.26695504237459, 0.37428008093390036, 0.2859222450284328, 351.9829069263451]",611,82
NULL,611,83
NULL,611,84
NULL,611,85
NULL,611,86
NULL,611,87
NULL,611,88
"[15.679819588133299, 82.4000098182787, 0.6242772690315067, 0.4508986796498732, 341.0457683004906]",611,89
"[13.81019844946253, 86.30655067170939, 0.5745742505010946, 0.41881040315328666, 336.5400628994903]",611,90
NULL,611,91
NULL,611,92
"[10.3660169122643, 93.21985892765525, 0.6172239406452096, 0.448089194905591, 329.51712971815334]",611,93
NULL,611,94
NULL,611,95
