Parameters,Group ID,Image
"[54.27850217350151, 58.74659627374529, 0.5315932598867761, 0.2727907422756601, 0]",637,89
"[54.50785427754059, 60.497846643979734, 0.4720870589608026, 0.295203466870376, 0]",637,90
NULL,637,91
NULL,637,92
"[54.79547042923664, 63.32757681084129, 0.4322786366916702, 0.2941615722814248, 0]",637,93
NULL,637,94
NULL,637,95
NULL,637,96
"[55.4195460005647, 69.01261253223208, 0.5367957676512063, 0.3945233022624705, 0]",637,97
"[55.62293225892741, 70.30021409271133, 0.6466571839164388, 0.49183406747069114, 0]",637,98
"[55.62556811955845, 71.69271571381512, 0.49009311118553, 0.41689667579065315, 0]",637,99
"[55.967263148828735, 74.54483668405263, 0.5878701671967619, 0.4941873405207957, 0]",637,100
NULL,637,110
