Parameters,Group ID,Image
"[35.21826108678543, 58.18894327117859, 0.4666311135675656, 0.2631137034716886, 0]",443,43
"[34.93393950672002, 58.90389202810399, 0.48727206371923854, 0.27811408773897034, 356.36704926051215]",443,44
"[34.34134721353599, 60.37286443629628, 0.49129590099898457, 0.28942507381886867, 354.93638314696994]",443,45
NULL,443,46
"[33.761915332505566, 61.89584544419405, 0.5589774109425818, 0.3381283276201117, 0]",443,47
"[33.43487401029497, 62.683514288395955, 0.5234867816763888, 0.35020433932083966, 351.97276248956905]",443,48
NULL,443,49
"[32.49294671631173, 65.23546460947888, 0.6408831271865708, 0.44432830157732334, 348.0321508104139]",443,50
"[32.05988595264147, 66.33173529440795, 0.5775406224630385, 0.38423673593194946, 350.9249093029597]",443,51
"[31.723424576167186, 67.34939219347996, 0.5585896758178425, 0.3889707520824865, 350.81116392264283]",443,52
"[31.267284870205618, 68.39435213223898, 0.6724613226797516, 0.42500535257754574, 349.6790289689617]",443,53
"[30.93781494963979, 69.48475437796968, 0.6210860121584253, 0.46108408311832316, 350.73977846882883]",443,54
"[29.99997464930545, 71.89148766652697, 0.7404560818980784, 0.4596927070065682, 353.5812132697615]",443,55
NULL,443,56
"[29.037348678033258, 74.49858150565828, 0.7321094498539092, 0.47861728782558716, 351.2667739364202]",443,57
"[28.543346518457874, 75.8845186953116, 0.6684355571898407, 0.4393590950670078, 346.56662876989003]",443,58
NULL,443,59
"[26.893890889929516, 80.53867735527524, 0.78434041143577, 0.5977072691816899, 341.5650511770793]",443,60
"[26.375745924409227, 82.21733489810458, 0.7859061417056133, 0.5589128547665856, 344.1919565448357]",443,61
"[25.76546964422058, 84.04205754632699, 0.7448883834075903, 0.6364238913558261, 340.42377891874287]",443,62
NULL,443,63
"[24.33576156457038, 87.81784794267278, 0.8943503681644696, 0.6774642564102905, 343.1561914482755]",443,64
"[22.80282151098217, 92.24812082407281, 0.8892595751277026, 0.8040127915520975, 343.2674830725806]",443,65
"[21.962628516474826, 94.61829437247987, 0.9844635152184602, 0.8158340192886094, 335.2233389124538]",443,66
"[21.074367215644553, 97.17126768042532, 1.037750042345137, 0.8432607195380128, 331.19630444137135]",443,67
NULL,443,68
NULL,443,69
