Parameters,Group ID,Image
"[27.679256880198245, 56.61834423040331, 0.3315233941494995, 0.20055440925907675, 0]",71,0
NULL,71,1
NULL,71,2
NULL,71,3
NULL,71,4
NULL,71,5
NULL,71,6
NULL,71,7
NULL,71,8
NULL,71,9
"[22.42947552235792, 64.44567009516933, 0.44320077175320927, 0.25866507900679847, 353.29016319224394]",71,10
NULL,71,11
NULL,71,12
NULL,71,13
NULL,71,14
"[18.805210091519086, 70.0106604637257, 0.5714200818656804, 0.30484492548326864, 349.95756687879924]",71,15
"[18.257872386998645, 71.04131584643551, 0.5288522214779234, 0.3498488857308515, 349.9920201985574]",71,16
"[17.4180910315651, 72.19863353546185, 0.6243489009458493, 0.34950515646257957, 349.19934384573736]",71,17
"[16.726399749222693, 73.33031160434834, 0.6277423323899026, 0.38325394481403274, 348.4762782961017]",71,18
"[15.97004702923615, 74.58038075963155, 0.616329952967989, 0.37816946671106094, 347.262040073658]",71,19
"[14.430486410571309, 77.20870932005691, 0.5102969498289479, 0.32377877137719374, 346.30976058720915]",71,20
"[13.47469426515408, 78.66610979111161, 0.6388011719232456, 0.42966429926363564, 347.919134023796]",71,21
NULL,71,22
"[11.600366715466166, 81.75139217730653, 0.6918098515659921, 0.4459308840724391, 339.73978447976515]",71,23
NULL,71,24
"[8.353158049223731, 87.05473239713518, 0.8622109967873292, 0.5309349851420727, 341.74594569045894]",71,25
"[7.108676373706368, 88.98437936236066, 0.9220818086195712, 0.5986329771168486, 344.5778386812623]",71,26
"[5.935504047630564, 91.11436829357082, 0.7917048692420636, 0.5429680552169117, 342.46653567450363]",71,27
NULL,71,28
NULL,71,29
