Parameters,Group ID,Image
"[27.63133324555693, 48.45295119264099, 0.4090831451291922, 0.19452895320729952, 355.9998142394876]",410,26
NULL,410,27
NULL,410,28
NULL,410,29
NULL,410,30
"[25.60847872245245, 50.634410679754836, 0.44679468713422227, 0.18918279930345264, 356.53175790803084]",410,31
"[25.237952991295952, 51.03462221913162, 0.4848377340708988, 0.22638239367419885, 354.17655681973656]",410,32
"[24.85394534560869, 51.429219115522685, 0.5373649416540883, 0.23723070727060605, 353.54759612510674]",410,33
"[24.49255734947248, 51.880721462452726, 0.5639153838023699, 0.1996086855047422, 354.7304282112244]",410,34
"[23.66568117178584, 52.79298973940117, 0.5249085501835353, 0.2247575102571736, 351.4874687846402]",410,35
"[23.277649752808756, 53.24656852863855, 0.5415582563344954, 0.22784955382731975, 352.9113442567976]",410,36
NULL,410,37
"[22.393734335839834, 54.30106689974161, 0.5470186345556237, 0.26371177701200915, 351.27552778409006]",410,38
"[21.93162772764636, 54.80724250434873, 0.5595405505881056, 0.2754981303154297, 352.6344181260673]",410,39
"[21.058261721600687, 55.9111499156434, 0.5825201491152131, 0.33141771361946376, 352.709863668044]",410,40
"[20.50982980109077, 56.55854984697085, 0.5783219355180159, 0.27992967353771947, 349.96666958991324]",410,41
"[20.063712461579648, 57.11576022471975, 0.6364829195083815, 0.3052926214745853, 355.1721888861555]",410,42
"[19.466127924497695, 57.81695493178772, 0.5132942249243108, 0.2721865897983017, 349.42647658144034]",410,43
"[18.93138703349209, 58.52250666506348, 0.6520085094497308, 0.3061934002892622, 348.1009598848506]",410,44
"[17.779281464701725, 59.89132996726511, 0.6399593577272632, 0.32385739576739897, 350.48075276423924]",410,45
"[17.157442175199115, 60.6037746698968, 0.683217862067021, 0.34225926910010385, 349.76519723657754]",410,46
NULL,410,47
"[15.908073873897752, 62.15821391558535, 0.7110006688265297, 0.4058305185410779, 351.93315931601524]",410,48
"[15.268591363387781, 62.96754565683642, 0.6790941603867575, 0.36293398808190963, 350.4095332485725]",410,49
"[13.780198597024404, 64.74048403715778, 0.796044666569, 0.43715544779550514, 347.19044791284335]",410,50
"[13.21735748729114, 65.64291596852136, 0.6645179245319692, 0.4640901898796579, 346.75350608794895]",410,51
"[12.358239454777948, 66.68326515836328, 0.7910827656172863, 0.5047224501082742, 347.1531457749368]",410,52
"[11.56693609723183, 67.67962261569377, 0.8753113042568206, 0.4360510133352653, 345.987025789227]",410,53
"[10.752898732946878, 68.75480327262038, 0.7815989546411837, 0.49795141023695694, 344.9007601420594]",410,54
"[8.929128431721095, 71.11706547275888, 0.7027748105103732, 0.46758317305183716, 345.81570575172947]",410,55
"[8.041740616215359, 72.34118443533497, 0.8100538935029653, 0.5007811333851796, 349.48247423160547]",410,56
"[6.889148766627703, 73.62652220148732, 0.8914960680495836, 0.5354384105342654, 342.47036653255043]",410,57
NULL,410,58
"[4.780352787040643, 76.44683855534076, 0.9538172156234368, 0.6022550127486814, 339.8206350344311]",410,59
"[2.469699508884652, 79.47840502175318, 0.8783940244708806, 0.5442965060052336, 344.36112809996905]",410,60
NULL,410,61
NULL,410,62
NULL,410,63
