Parameters,Group ID,Image
"[17.993505889329693, 58.20780970455829, 0.6373721432187587, 0.3003051585643064, 0]",59,0
NULL,59,1
NULL,59,2
"[16.456027967535086, 60.02974851332852, 0.7407976423081857, 0.32210002531963594, 351.79793841536707]",59,3
NULL,59,4
"[14.573364584276993, 62.10518742630149, 0.7287801909679157, 0.3261628440252546, 350.4022671013289]",59,5
NULL,59,6
"[13.09496688844439, 63.54503899109335, 0.8908404518209725, 0.42597568661477325, 354.81221361272117]",59,7
"[12.69758493593165, 64.29894213548545, 0.5735439585042251, 0.42945218291886705, 351.51839420596866]",59,8
"[11.706499286632642, 65.20682615536757, 0.8722647213523471, 0.37117397501363836, 349.07013860970085]",59,9
"[10.205867765628277, 67.01288963210568, 0.852522677378201, 0.42389185579701133, 350.4698577260773]",59,10
"[9.41487977585516, 67.87195118540386, 0.9600305381784425, 0.41939301222813374, 350.4842113718557]",59,11
"[8.546574898943554, 68.84816850834603, 0.9275910832925844, 0.46041001266781967, 349.57419147411474]",59,12
"[7.621975849677722, 69.94006624188009, 0.9672478048167938, 0.47493779755467325, 346.57247944378616]",59,13
"[6.95103970381931, 70.88076497556857, 0.732360779627008, 0.4850441544946016, 345.6645645804797]",59,14
"[4.649019262137002, 73.25264582742723, 1.0810531824538132, 0.5391425720185943, 348.40922857473447]",59,15
"[3.655805857351868, 74.45456409956688, 1.086588138206629, 0.537847862758932, 346.8825870968384]",59,16
"[2.5386466119255, 75.78893950172073, 1.068771945364269, 0.6220914938004848, 347.0285557314696]",59,17
"[1.2994255152058374, 77.10273083032456, 1.2036532918836063, 0.6707001940069072, 346.0941368210582]",59,18
