Parameters,Group ID,Image
"[59.87057838606741, 68.78250674489607, 0.4144567825272958, 0.21004869831116935, 0]",93,0
NULL,93,1
NULL,93,2
NULL,93,3
NULL,93,4
NULL,93,5
"[61.62858865785661, 76.85829007209121, 0.4875123647285962, 0.3541635877618321, 7.122675885433409]",93,6
"[61.899240754460116, 78.27449792208577, 0.5466250187505745, 0.38106122571763046, 7.352379359884708]",93,7
NULL,93,8
NULL,93,9
"[63.26381361238631, 84.55674042220151, 0.5481136578858852, 0.4080099710645868, 0]",93,10
NULL,93,11
"[64.03176287238672, 88.26882708691095, 0.6386713825936428, 0.5631901571631779, 6.340191745904576]",93,12
"[64.48198830690927, 90.29721284725356, 0.6643172819863707, 0.5166419449360141, 13.891191171454523]",93,13
"[64.82619410133216, 92.36493791959684, 0.5914415224659137, 0.5499502482053067, 6.459212450659663]",93,14
"[65.86895570358973, 97.1652770133734, 0.6548908365344772, 0.6283148887883669, 0]",93,15
NULL,93,16
