Parameters,Group ID,Image
"[73.15718859089947, 59.97744551111208, 0.46746992074254257, 0.2946344483854385, 8.25943797988424]",687,91
NULL,687,92
NULL,687,93
"[74.62650063797547, 62.858731974179705, 0.5343398638912255, 0.39019593519399665, 8.569141879834888]",687,94
NULL,687,95
NULL,687,96
NULL,687,97
"[77.53431838429043, 68.35192517147081, 0.7144751667437674, 0.5127341731996324, 0]",687,98
"[78.22148737169269, 69.64992200244095, 0.5819855695328187, 0.5002760109487667, 0]",687,99
NULL,687,100
NULL,687,110
