Parameters,Group ID,Image
"[47.79196299552606, 61.60442680158758, 0.6027698075445613, 0.3418541066915921, 0]",33,0
"[47.786184401015824, 62.303503191843504, 0.6033406975253187, 0.2898242808172356, 358.45184230102296]",33,1
"[47.755520704107504, 63.00903649293337, 0.6022686308991465, 0.2731516723259666, 2.7263109939012793]",33,2
"[47.73354378646264, 63.805840304310756, 0.614094358192986, 0.3402090643793672, 0]",33,3
"[47.706058899570884, 64.64464120576714, 0.5962954439275886, 0.32747760943178317, 356.55261314813436]",33,4
"[47.59700701264662, 66.34205183394023, 0.6432278444630057, 0.40183262383912677, 0]",33,5
"[47.59212151048679, 67.234634603765, 0.6497669987805115, 0.4010125567665739, 358.27733792837176]",33,6
"[47.45288797908025, 68.18319888652614, 0.7032797497339661, 0.41735277102408097, 0]",33,7
"[47.50082311259815, 69.17918527083788, 0.6070627612739514, 0.43097326503074385, 0]",33,8
"[47.38605937623179, 70.22879157040869, 0.7064961570331435, 0.430534954113341, 0]",33,9
"[47.26574622284227, 72.42135813996649, 0.7964776591154177, 0.45463968204337846, 0]",33,10
"[47.27130742093259, 73.62570359483513, 0.771033920808101, 0.46492645047767667, 0]",33,11
"[47.16105461932276, 74.86605410025113, 0.7415759513757223, 0.4825202026652704, 0]",33,12
"[47.175389079326955, 76.18259203998865, 0.7908539071266387, 0.5166419449359947, 0]",33,13
"[47.07517983201918, 77.4936343102468, 0.7633870087691218, 0.5641774677317103, 0.8951737102097468]",33,14
"[46.95287910658643, 80.47812862361772, 0.826665482182868, 0.5844789663147907, 0]",33,15
"[46.85989743715586, 82.09248893770692, 0.8560840026910906, 0.6012944063982671, 358.21008939175385]",33,16
"[46.776846643602404, 83.72131405630412, 0.9511336323043124, 0.678810110985367, 0]",33,17
"[46.67663914525108, 85.50281506757686, 0.9545410166534682, 0.7701043256714859, 357.85623913477855]",33,18
"[46.613555583800164, 87.3542328012952, 0.9356620442906021, 0.6916261246775122, 0]",33,19
"[46.36279768700946, 91.37536577484205, 1.0001904611382315, 0.7904298567742956, 0]",33,20
"[46.42776114583245, 93.57696052361945, 1.0715108155114592, 0.8533819980509348, 0]",33,21
"[46.30188913661161, 95.92056470233443, 1.0200859322785685, 0.9258292874134495, 357.39743779749733]",33,22
"[46.24986341253628, 98.41897231680773, 1.087454228952812, 0.9211529112032648, 0]",33,23
