Parameters,Group ID,Image
"[59.13797386590917, 27.345922858894795, 0.39992932135017867, 0.12562417738251597, 0]",712,96
"[59.15135707741628, 27.3257309829191, 0.5078087961980486, 0.09643902944192817, 0]",712,97
NULL,712,98
NULL,712,99
"[59.47496854229408, 27.365757299429657, 0.5287116233903788, 0.13613976322886856, 0]",712,100
"[60.85313538767886, 27.6922251315933, 0.5260598522981752, 0.16073171573655998, 0]",712,110
NULL,712,120
"[64.25577497279275, 28.795091389256477, 0.6936804811120254, 0.23054204155916835, 0]",712,130
"[66.63121835996785, 29.68127151047949, 0.6925010722405746, 0.3080705909324419, 0]",712,140
"[69.43429962939224, 31.13794287797804, 1.018104247783767, 0.4124039239368447, 0]",712,150
"[73.33429859595493, 33.76099041753754, 1.093363504447056, 0.5436161323100261, 2.04540848889809]",712,160
"[78.34779341803558, 38.22025565163676, 1.3527253344810364, 0.6721508112619939, 5.194428907732856]",712,170
"[85.3980061963012, 44.80927743084333, 1.6179667979031322, 1.0019432428163775, 12.728563187848067]",712,180
"[95.33369602520749, 53.31100697273098, 2.3318797913126974, 1.3567045939645168, 10.594765712328467]",712,190
