Parameters,Group ID,Image
"[76.13041066436182, 65.37879121115002, 0.5075178054685492, 0.286813594959737, 13.92334443367389]",569,72
NULL,569,73
NULL,569,74
NULL,569,75
"[79.32108967261813, 71.10141844753085, 0.49770197787657605, 0.3444279632906701, 15.937206041999275]",569,76
NULL,569,77
"[80.67267370880174, 73.70692298098983, 0.47451234427599315, 0.33007679815357027, 16.534837857335106]",569,78
NULL,569,79
NULL,569,80
NULL,569,81
"[84.98649148398441, 81.77685973877307, 0.5855953828922221, 0.584478966314778, 15.376251248818107]",569,82
NULL,569,83
NULL,569,84
NULL,569,85
"[90.55963373707726, 92.08286755253584, 0.8653120929228436, 0.6184617744467233, 29.438489674664254]",569,86
NULL,569,87
NULL,569,88
NULL,569,89
NULL,569,90
