Parameters,Group ID,Image
"[62.10207289387486, 21.534242122466832, 0.30704717909648593, 0.08036585786827999, 0]",736,98
NULL,736,99
"[62.35164425950552, 21.29465598312919, 0.34580598070398594, 0.08557356545814443, 0]",736,100
NULL,736,110
NULL,736,120
NULL,736,130
NULL,736,140
NULL,736,150
NULL,736,160
NULL,736,170
NULL,736,180
NULL,736,190
NULL,736,200
"[89.37241459990977, 8.759533074476783, 1.2621073000256446, 0.31409994883736586, 3.817399972815224]",736,210
NULL,736,220
NULL,736,230
NULL,736,240
