Parameters,Group ID,Image
"[13.557638201973917, 52.76398605073504, 0.2835398684853576, 0.141509669480115, 0]",184,0
NULL,184,1
NULL,184,2
NULL,184,3
NULL,184,4
NULL,184,5
NULL,184,6
NULL,184,7
NULL,184,8
NULL,184,9
"[5.815414240780072, 58.65242410778691, 0.5113197360860052, 0.22301146634462546, 348.9844248834475]",184,10
NULL,184,11
"[4.284536161407922, 59.88676974751965, 0.5294062512757708, 0.2137057512549069, 348.5589561312314]",184,12
NULL,184,13
"[2.678485304576989, 61.20870862748392, 0.45296589807247384, 0.21778664352060184, 349.4722138800365]",184,14
"[0.7330191198936883, 62.73893045838192, 0.5970371265271884, 0.24362982846216802, 347.1147304581232]",184,15
NULL,184,16
