Parameters,Group ID,Image
"[49.608295174172156, 29.157137935064032, 0.19998476295753417, 0.09980174959272148, 0]",739,98
NULL,739,99
NULL,739,100
NULL,739,110
"[49.40989539971453, 31.15611017049229, 0.3873283875613104, 0.18506499027791862, 0]",739,120
"[49.44267654679564, 32.474723979141935, 0.5421637253277055, 0.20456763821017176, 0]",739,130
"[49.31859587984745, 34.410667259870245, 0.6379734287570547, 0.34159547688213127, 358.18169703555054]",739,140
"[49.13916479917619, 37.3427402602695, 0.8318925401263465, 0.38990916444937074, 357.75425743410506]",739,150
"[49.075133954293754, 42.179171860642015, 0.9814975827031487, 0.5641774677316805, 358.1373790506956]",739,160
"[48.9176444588846, 50.04944160166889, 1.1574497701249313, 0.7973900417690968, 0]",739,170
"[48.55039402016127, 62.420565532967984, 1.6363878496968631, 1.2297666422491147, 358.65737597346276]",739,180
"[48.027360555689285, 81.69366611320643, 2.3933923536483865, 1.8949848899574788, 0]",739,190
NULL,739,200
