Parameters,Group ID,Image
"[37.384641900586416, 73.9534644819354, 0.4050356290789523, 0.37899697799149124, 0]",225,0
NULL,225,1
"[36.82119060846078, 76.41036263961739, 0.44558085700668926, 0.3730852109817846, 0]",225,2
"[36.51307769559573, 77.7801135979043, 0.4666311135675508, 0.37116353154313214, 350.15886824036465]",225,3
NULL,225,4
"[35.442327013587985, 82.31497635242758, 0.5483253756078099, 0.4592372843875555, 348.07926146007765]",225,5
NULL,225,6
"[34.631665740155746, 85.7618836369207, 0.5797394290633027, 0.46758317305180785, 348.17851165939305]",225,7
"[34.206364803078586, 87.57921836734943, 0.6074402507819224, 0.5188708132833169, 344.4454287299236]",225,8
"[33.75993912400431, 89.5969890719918, 0.5551990234631557, 0.505241503137559, 348.0471409275964]",225,9
"[32.802307152612734, 93.84013357770492, 0.5813516126710989, 0.4809971261741594, 345.9637565320745]",225,10
NULL,225,11
"[31.68508250696298, 98.7484536383505, 0.648924021621922, 0.6196381496400962, 346.2550884934209]",225,12
NULL,225,13
