Parameters,Group ID,Image
"[25.377011087493358, 55.816126593367, 0.2578515287829468, 0.12534650578691497, 0]",73,0
NULL,73,1
NULL,73,2
NULL,73,3
NULL,73,4
NULL,73,5
NULL,73,6
NULL,73,7
NULL,73,8
NULL,73,9
"[19.706255006816896, 63.25040578013067, 0.36740072515313305, 0.18579441954701, 353.2901631922438]",73,10
NULL,73,11
NULL,73,12
NULL,73,13
NULL,73,14
NULL,73,15
NULL,73,16
NULL,73,17
"[13.649198250895056, 71.66804213263474, 0.43059182325927536, 0.24722822203999362, 346.5781649321125]",73,18
"[12.835077726985247, 72.80633930294972, 0.4667565990361895, 0.2710083598011795, 347.262040073658]",73,19
"[11.10407318671113, 75.31701252095847, 0.4079554261179932, 0.250319834700916, 346.3097605872092]",73,20
"[10.125539078237193, 76.66549587023374, 0.5082290436444024, 0.33336926258086635, 348.6628390240453]",73,21
NULL,73,22
"[8.147555378294557, 79.5200429009986, 0.5470797231579873, 0.3116609220062462, 342.1786347159684]",73,23
NULL,73,24
NULL,73,25
NULL,73,26
"[2.06949380803267, 88.2578406288546, 0.6296811361244548, 0.42142142495760293, 339.1350468685912]",73,27
NULL,73,28
