Parameters,Group ID,Image
"[65.95914296017123, 36.95523700299846, 0.21035211731069126, 0.08179912540896339, 0]",334,20
NULL,334,21
NULL,334,22
NULL,334,23
NULL,334,24
NULL,334,25
NULL,334,26
NULL,334,27
NULL,334,28
NULL,334,29
NULL,334,30
NULL,334,31
NULL,334,32
NULL,334,33
NULL,334,34
NULL,334,35
NULL,334,36
NULL,334,37
NULL,334,38
NULL,334,39
NULL,334,40
NULL,334,41
NULL,334,42
"[71.167445966481, 39.43366009457884, 0.4156946424691057, 0.1414439098481708, 0]",334,43
NULL,334,44
NULL,334,45
NULL,334,46
NULL,334,47
NULL,334,48
NULL,334,49
"[73.56167947476092, 40.8664738832336, 0.529285433959947, 0.18476420528574025, 4.6749729619590426]",334,50
NULL,334,51
NULL,334,52
NULL,334,53
NULL,334,54
"[75.36808571640292, 42.21943616653929, 0.5465556906994209, 0.19925419306185432, 0]",334,55
"[75.71767125689384, 42.44393914265822, 0.5594789583172947, 0.20059914185173675, 6.279028972671426]",334,56
"[76.1942337692629, 42.67327097912824, 0.45408447869974367, 0.19060074805444796, 6.269987169901583]",334,57
NULL,334,58
"[76.91331735974488, 43.18743193374759, 0.42284799126497546, 0.18479872365105796, 5.592080183995449]",334,59
NULL,334,60
NULL,334,61
"[78.5159124933742, 44.375166325131126, 0.4128509943925539, 0.20089489357560908, 6.680312120332815]",334,62
NULL,334,63
"[79.29733573858955, 45.00473957321468, 0.42816720459178176, 0.20394514183035617, 7.969610394326423]",334,64
NULL,334,65
"[80.61816187647321, 46.00496728755517, 0.4103610476428413, 0.22759570095949633, 8.768985257689224]",334,66
"[80.89456780090465, 46.29947020529237, 0.6551842068414101, 0.26990805053928957, 4.028658594235537]",334,67
"[81.48696784896596, 46.748966365049704, 0.4616144712507833, 0.20517072830675445, 7.8831393167285455]",334,68
"[82.05416671145059, 47.139559836926495, 0.4464305035134204, 0.2621509946673707, 7.8290765100633735]",334,69
"[83.04796858786425, 47.95536647643819, 0.46486732596515207, 0.25133297431163576, 8.207187726771906]",334,70
"[83.59511324814105, 48.36588065917222, 0.49857283463352653, 0.25693394603428593, 9.994436641953655]",334,71
"[83.94790271330001, 48.78770566237144, 0.6399121049966846, 0.27947314943417984, 10.669782804488932]",334,72
"[84.65839120188996, 49.24788289990447, 0.5114377668907609, 0.2777047536313779, 10.338322466350519]",334,73
"[85.1437193588795, 49.74684651036348, 0.5607019130116088, 0.28374533408743124, 9.775617372377212]",334,74
"[86.44086840015525, 50.740646012365, 0.5229887664509292, 0.3224838159038544, 11.180299878295784]",334,75
"[87.04785144466676, 51.27024979505275, 0.5378935673094315, 0.3290367844636813, 9.997757042366572]",334,76
"[87.67396005726118, 51.81463333853805, 0.620451358583799, 0.3177904060988062, 10.777124126872934]",334,77
"[88.32359660902158, 52.35349354453057, 0.5928705774904636, 0.36222266983448237, 11.075673061064151]",334,78
NULL,334,79
"[90.23568756987032, 54.10072524199069, 0.9187273967764251, 0.3975690367867381, 13.027323135849713]",334,80
"[90.92795763174819, 54.79019785227732, 0.9521340624285789, 0.3807111909642805, 10.185088902026735]",334,81
"[91.79496718511449, 55.455502946937415, 0.8016411370865046, 0.40647443592619914, 14.687356693492177]",334,82
"[92.76137418785164, 56.25414805963464, 0.6784274021396369, 0.41389731627502235, 13.708892618374875]",334,83
"[93.60506998008601, 56.91339841211109, 0.7180039922044353, 0.3879382967573511, 14.316734859882729]",334,84
"[95.18784715723379, 58.42650597145216, 0.8296466049808864, 0.42375156718883467, 15.1813290372491]",334,85
"[96.14254421256506, 59.24405991081607, 0.8455962535292196, 0.439101845662903, 14.191096549020585]",334,86
"[97.17882620003225, 60.066036174279546, 0.8301209135396105, 0.40317301857977544, 18.489564178740807]",334,87
"[98.03170765601685, 60.894632709967944, 1.0685715712605892, 0.4976540484823066, 15.056837944558595]",334,88
NULL,334,89
NULL,334,90
