Parameters,Group ID,Image
"[46.9905600566455, 44.74314497363017, 0.3348721153025309, 0.16574744566865715, 0]",38,0
NULL,38,1
NULL,38,2
NULL,38,3
"[46.809407878483384, 45.51285550467277, 0.3746257085364917, 0.14796732972379806, 358.1912606775172]",38,4
NULL,38,5
"[46.67723678605674, 46.14462377511601, 0.411523612553611, 0.16237246579522033, 358.567903815824]",38,6
NULL,38,7
NULL,38,8
NULL,38,9
"[46.49899309306368, 47.435267234166524, 0.44823120999621535, 0.1985806359828205, 0]",38,10
NULL,38,11
"[46.41451825857737, 47.96967331283846, 0.42817426151241467, 0.17584848538572564, 358.62516521942877]",38,12
"[46.32776476739377, 48.28039546347264, 0.48889150622374433, 0.16960467889313688, 358.1816970355484]",38,13
"[46.33120917474649, 48.559482459179144, 0.43603195109975684, 0.20951544240677628, 356.49646835520514]",38,14
"[46.205742582524614, 49.27192317449793, 0.47912349509364566, 0.19321618721149778, 355.5848779580565]",38,15
"[46.18307378995927, 49.55462628708246, 0.4765887615308384, 0.20170040024771826, 357.87890360334353]",38,16
"[46.09706710107265, 49.9071387374876, 0.48802004186326525, 0.22534887405381449, 357.5104470780027]",38,17
"[46.03269349830869, 50.265230154913475, 0.5160733653310607, 0.2370308053279798, 356.74805439963404]",38,18
"[45.94202601387193, 50.62622466396453, 0.52062699956609, 0.20958367414469584, 357.5804907833446]",38,19
"[45.88828560105815, 51.424881807266985, 0.4613781804605424, 0.19321618721149747, 0]",38,20
"[45.84395864422861, 51.803769213990606, 0.5266361667726542, 0.22187931949324025, 0]",38,21
"[45.81207434890654, 52.205408622854144, 0.5366828509062201, 0.27861567599774967, 355.8653286262609]",38,22
"[45.74021220723594, 52.64974471676571, 0.5221742733015374, 0.24366143518744837, 356.28469715427286]",38,23
"[45.70581210831525, 53.07936887577698, 0.5735439585042257, 0.2843398110161883, 357.7093899573611]",38,24
"[45.600666505185465, 54.05740709643205, 0.5482732745411968, 0.28702330274222, 355.97173633351633]",38,25
"[45.48564764284675, 54.58757145608134, 0.5858341861864607, 0.30675383428440844, 358.363422958382]",38,26
"[45.44542243373197, 55.10124316637002, 0.5613506689813242, 0.27675593388090974, 356.2846971542726]",38,27
"[45.335625642417874, 55.64721389414935, 0.590427247042812, 0.33463806461213647, 357.83892051177213]",38,28
"[45.307761436712326, 56.215794843944366, 0.5712253413425682, 0.30472506678189953, 356.531770741083]",38,29
"[45.13248398874738, 57.37339579892029, 0.6647145716708222, 0.38049268086262195, 358.2816419983478]",38,30
"[45.00848405861758, 57.99002176396787, 0.6400590891307099, 0.36268367825256065, 356.98718166608546]",38,31
"[44.88179582947874, 58.68637386198606, 0.6743640297069208, 0.34606901197447115, 354.14398641457205]",38,32
"[44.89035641408162, 59.31977840575065, 0.6539558678681568, 0.35865754751134243, 356.28471089457224]",38,33
"[44.76392022405757, 60.02779832110706, 0.6936804811119966, 0.40619312084234604, 355.45195759087505]",38,34
"[44.54270127499064, 61.490380935409576, 0.6595886830784066, 0.42037112502627294, 354.3594505678468]",38,35
"[44.462564759134345, 62.274566300182464, 0.6775483769000988, 0.39521492838715533, 352.4505782317344]",38,36
"[44.34707384234551, 63.11111996803525, 0.7275578999570054, 0.435291254788443, 355.45195759087903]",38,37
"[44.25053869775524, 63.96943007686071, 0.7673336416458529, 0.41705231110272833, 356.14319901441087]",38,38
"[44.147255511334535, 64.85043973985263, 0.7052872461787806, 0.4575144097150825, 354.2176076776363]",38,39
"[43.98741353744652, 66.73285595511534, 0.7322441641406741, 0.48406826640535916, 355.85537625889503]",38,40
"[43.82983656676052, 67.7666489239788, 0.783721820770759, 0.5625610050779398, 0]",38,41
"[43.700164778897275, 68.78533263695708, 0.7923273497969032, 0.5866790447725404, 356.5263579307119]",38,42
"[43.5874553312914, 69.85670942802894, 0.7757245506781018, 0.4812956828844807, 0]",38,43
"[43.40415017626414, 71.10644216714522, 0.8584153551946484, 0.5923644179828012, 353.72892255049555]",38,44
"[43.12818409676271, 73.52058417441695, 0.9010595705125215, 0.6243298049271448, 353.5301800148244]",38,45
"[42.921025640578684, 74.83910463827293, 0.956570057954444, 0.6750732060935718, 0]",38,46
"[42.772407481548925, 76.23426829909229, 0.9195299400786956, 0.6916261246774982, 354.98688624496697]",38,47
"[42.62493891599532, 77.6386347795, 0.9080181695171543, 0.6989437048752234, 352.0792600983596]",38,48
"[42.43027922554193, 79.14505391655877, 0.9439967421513284, 0.7452106820513237, 350.0872485532749]",38,49
"[41.99595849674029, 82.42712285314813, 1.0002652334412614, 0.7779415041649715, 355.0302592718903]",38,50
"[41.79889000943125, 84.19574568945968, 1.143160266790012, 0.9529783426020941, 0]",38,51
"[41.631554578263255, 86.01750659906313, 1.105646179697075, 0.9441245511470717, 352.1607366681926]",38,52
"[41.337928323135785, 88.0787743102536, 1.0574232467807576, 1.0696695682268142, 0]",38,53
"[41.23034181616387, 90.08400817999673, 1.186028776794629, 0.9529783426020828, 348.9964591482485]",38,54
"[40.5933890364265, 94.71046535485111, 1.2453661809508016, 1.1105100359980744, 350.3947958449878]",38,55
"[40.33852299975448, 97.21102536679822, 1.2142204820074156, 1.2370276199930934, 346.12860704510496]",38,56
