Parameters,Group ID,Image
"[49.654315519279265, 36.26930681382006, 0.24354335658365756, 0.10359215354290541, 0]",44,0
NULL,44,1
NULL,44,2
NULL,44,3
NULL,44,4
NULL,44,5
NULL,44,6
NULL,44,7
NULL,44,8
NULL,44,9
NULL,44,10
NULL,44,11
NULL,44,12
NULL,44,13
NULL,44,14
NULL,44,15
NULL,44,16
NULL,44,17
NULL,44,18
NULL,44,19
"[49.664490010794424, 36.904796994407036, 0.35834936366417913, 0.10909692163431174, 0]",44,20
NULL,44,21
NULL,44,22
NULL,44,23
NULL,44,24
NULL,44,25
NULL,44,26
NULL,44,27
NULL,44,28
NULL,44,29
NULL,44,30
NULL,44,31
NULL,44,32
NULL,44,33
NULL,44,34
NULL,44,35
NULL,44,36
NULL,44,37
NULL,44,38
"[49.58034646271407, 38.705636029716665, 0.5409054445132142, 0.1908646259542337, 0]",44,39
"[49.61611604855145, 38.91356048238867, 0.4872720637192529, 0.17114713091628886, 0]",44,40
"[49.57702307683854, 39.082865124572294, 0.5326087606635355, 0.21216586477225974, 0]",44,41
NULL,44,42
"[49.571043685467885, 39.38061862838577, 0.5326087606635355, 0.17680488731021882, 0]",44,43
"[49.599859421785254, 39.548027194910354, 0.5696535672123488, 0.23094619740462718, 0]",44,44
"[49.55648901172577, 39.81933409013878, 0.5757137115443811, 0.21445004044714722, 0]",44,45
"[49.56669307204521, 39.965633802550435, 0.6066204476378232, 0.2086763855120495, 0]",44,46
"[49.53220320167492, 40.15405305104829, 0.5975610485493306, 0.21216586477226684, 0]",44,47
"[49.48271595918125, 40.30469836411643, 0.6573171534042501, 0.2722795264577371, 0]",44,48
"[49.53590917475662, 40.4556911206995, 0.6115236553246675, 0.23244584803713053, 0]",44,49
"[49.60709113272129, 40.83478646988212, 0.6210860121584219, 0.253605558236499, 358.4088597288056]",44,50
"[49.49511403325948, 41.01516527975325, 0.6625133364351328, 0.22984635350328375, 0]",44,51
"[49.518620182695955, 41.251036400103466, 0.7017465332179567, 0.24152023401436412, 357.64670313389195]",44,52
"[49.51233080745978, 41.41715669608963, 0.6929545364224694, 0.27895587028659463, 0]",44,53
"[49.54127279663306, 41.59944411803445, 0.7051804313653771, 0.2774353670120506, 0]",44,54
"[49.545299213932594, 42.119853735014246, 0.6246350750850311, 0.31880670889896123, 0]",44,55
"[49.46940394355623, 42.36954294006787, 0.7144751667437532, 0.24752684223430776, 0]",44,56
"[49.48831119109573, 42.58653777384781, 0.6911569568780038, 0.32037990785175907, 0]",44,57
"[49.50286597533016, 42.82963246526029, 0.6731418926346251, 0.2571707451784988, 0]",44,58
"[49.465894152541125, 43.08432501285731, 0.7847048088816317, 0.32146343147312667, 0]",44,59
"[49.46939875853183, 43.69188771672943, 0.8287911934227716, 0.2917280640618571, 0]",44,60
"[49.51604634355527, 43.96793823377042, 0.762249990064717, 0.3360754056309858, 0]",44,61
"[49.4713160448743, 44.30356535081341, 0.8139379852371389, 0.3293457736559588, 359.30130561701736]",44,62
"[49.48071420203396, 44.6021547597493, 0.7999390518301076, 0.33116035092128576, 359.32990447777416]",44,63
"[49.47504535962127, 44.8992977129435, 0.7605440580917106, 0.315495277235755, 0]",44,64
"[49.459627547368086, 45.505123506922246, 0.8238406467190632, 0.4090591395615984, 0.000464764292360087]",44,65
"[49.46727860345176, 45.871277401157215, 0.8648118195788044, 0.3923850427038147, 0]",44,66
"[49.422235139427045, 46.19368757721175, 0.8275711192141699, 0.3754880791424071, 0]",44,67
"[49.37827654851456, 46.63911403919818, 0.8965353791486805, 0.41303688705664143, 0]",44,68
"[49.463141355004645, 47.02710558265271, 0.8951560939499998, 0.4336887314094824, 0]",44,69
"[49.40554460213575, 47.80979650076556, 1.0259146105960824, 0.4654810898459587, 0]",44,70
"[49.404167111045595, 48.29082763199597, 0.9696923373248794, 0.4862174748453256, 0]",44,71
"[49.38691898521156, 48.708714110638276, 0.921141537289465, 0.482195147209687, 0]",44,72
"[49.36628445189515, 49.15401382276802, 0.9090661502193882, 0.5302380165248266, 0]",44,73
"[49.37465063152451, 49.65755912011067, 0.9441741179215981, 0.503582384661236, 0]",44,74
"[49.36136500970237, 50.63292852191835, 1.0343810235122177, 0.5463000628083563, 0]",44,75
"[49.40024844303985, 51.17226336524844, 1.0219900227331706, 0.5391121388847253, 0]",44,76
"[49.388442333067154, 51.67926147802577, 1.0244423994406413, 0.5659819980357373, 358.55204475465234]",44,77
"[49.40260194373446, 52.22329255579038, 1.0110388716577248, 0.546300062808356, 358.4925642412263]",44,78
"[49.36772855364337, 52.81733534347466, 1.0385915297137485, 0.592143424722359, 0]",44,79
"[49.31970631913231, 54.042425552695995, 1.0685310358108566, 0.6991590226903099, 0]",44,80
"[49.397468316945975, 54.733664107920774, 1.074437453725303, 0.6367660289576833, 358.667780146132]",44,81
"[49.36957784413582, 55.362944405436295, 1.178884025127196, 0.6952852193474435, 0]",44,82
"[49.407467345642345, 56.09235529142491, 1.1387070979186014, 0.7266066058739048, 0.8364538743161916]",44,83
