Parameters,Group ID,Image
"[31.48786863636036, 59.0860750723232, 0.23441048071176596, 0.1367416426766468, 0]",159,0
NULL,159,1
NULL,159,2
NULL,159,3
NULL,159,4
NULL,159,5
NULL,159,6
NULL,159,7
NULL,159,8
NULL,159,9
"[26.824090229827068, 68.31049091674942, 0.3474612312856632, 0.21020155212083563, 353.829824904971]",159,10
NULL,159,11
NULL,159,12
NULL,159,13
NULL,159,14
NULL,159,15
NULL,159,16
"[22.360838264390182, 77.67903494212203, 0.43110930548405263, 0.3065439301762613, 343.81079374297303]",159,17
NULL,159,18
NULL,159,19
"[19.437720572820417, 83.90609799915151, 0.4628333588997783, 0.2967708198811729, 341.06099573976417]",159,20
"[18.60806830512702, 85.71613238820187, 0.5219635787035871, 0.3946570412705775, 342.71529438375086]",159,21
NULL,159,22
"[16.834451271250302, 89.51022487771407, 0.5134745591688609, 0.4138561915324423, 337.97424292385426]",159,23
NULL,159,24
"[13.711882011170925, 96.24906341262296, 0.6420383603500396, 0.5309349851420756, 333.62084901255724]",159,25
NULL,159,26
NULL,159,27
