Parameters,Group ID,Image
"[64.82724823368989, 40.21356883178867, 0.31051979222054626, 0.10224890676119713, 0]",332,20
NULL,332,21
"[65.18986906661165, 40.41874197531825, 0.3447733793489647, 0.13165371696894823, 0]",332,22
NULL,332,23
NULL,332,24
NULL,332,25
NULL,332,26
NULL,332,27
NULL,332,28
NULL,332,29
NULL,332,30
NULL,332,31
NULL,332,32
NULL,332,33
NULL,332,34
NULL,332,35
NULL,332,36
"[68.7548939109682, 43.512560283143245, 0.4938634583529768, 0.20943897780602277, 2.6630007660675687]",332,37
NULL,332,38
NULL,332,39
"[69.8271895108241, 44.45999971132986, 0.5099445268137968, 0.2044978135223942, 4.648385304715703]",332,40
"[70.10029464202033, 44.78413482741394, 0.4968688097267344, 0.21557936120440943, 5.194428907734505]",332,41
NULL,332,42
"[70.58287537550885, 45.35662381947117, 0.46765647277771905, 0.24752684223430776, 0]",332,43
"[70.98823892772666, 45.64244637989349, 0.4816632994455553, 0.2195951483570541, 3.6515991544968642]",332,44
"[71.5074041084154, 46.24723781660461, 0.5269778020223803, 0.2489586409833372, 2.2495412199795624]",332,45
"[71.79205934670568, 46.53054962823666, 0.5859808982226439, 0.24101363050546168, 3.62148470411546]",332,46
"[72.113565948898, 46.88146536275009, 0.5380640808588537, 0.24076810739608145, 5.128191041853597]",332,47
"[72.45006960161902, 47.19085721358198, 0.5509222120041967, 0.2525638595204553, 2.0356305358441205]",332,48
"[72.77380807709388, 47.571533371900564, 0.5399037677641161, 0.26243886068707667, 0]",332,49
"[73.53821325385346, 48.24645907173331, 0.529285433959947, 0.18476420528574025, 4.674972961958531]",332,50
"[73.7890832852466, 48.6948166163698, 0.6019577620692087, 0.2812594761249227, 4.223406854066468]",332,51
"[74.21640059755498, 49.0564066362946, 0.5452337571771356, 0.28582441478835086, 5.856013585432777]",332,52
NULL,332,53
"[74.99337620618579, 49.88207340655044, 0.6354526682863437, 0.3018160537651776, 4.898927463022915]",332,54
"[75.73114690023236, 50.859930907085406, 0.6441549211814529, 0.3068514573152541, 4.085616779975965]",332,55
"[76.16858040622166, 51.34584440100256, 0.6508231377882006, 0.35745999227998554, 4.097251155398453]",332,56
"[76.59267359831384, 51.801100178930234, 0.6232858445509504, 0.3640994428559757, 4.735472089711152]",332,57
"[76.9906486811471, 52.285872036434625, 0.6854499412326949, 0.3451124999384691, 6.157180455251705]",332,58
"[77.52421699473773, 52.856491617465274, 0.6916600623589554, 0.3571254592367745, 7.303726846181235]",332,59
"[78.48359464758997, 53.983296882825016, 0.6640568039999519, 0.40880200035470243, 6.39461390361754]",332,60
"[79.00686315010557, 54.56985911303198, 0.7367949803469036, 0.401949656975765, 7.711362620546424]",332,61
"[79.52445561191254, 55.21039551114144, 0.7496307830919108, 0.4421722735572545, 8.733511612211487]",332,62
"[80.01541225459064, 55.83593309999787, 0.7327607612924687, 0.4423567729286978, 7.458283905923508]",332,63
"[80.56754957505014, 56.493672623416394, 0.7685392574338665, 0.4361821894972151, 7.969610394326196]",332,64
"[81.73012638750012, 57.858634576791204, 0.7725181750378229, 0.42491875200788953, 5.88298669409437]",332,65
"[82.32624478711773, 58.5799306014753, 0.7770584429578373, 0.45165388626774905, 8.768985257689224]",332,66
"[82.93005659581242, 59.313876869688066, 0.8235161837855696, 0.4721700711408482, 9.54045619903792]",332,67
"[83.57772277415113, 60.14146110952261, 0.8191806655497711, 0.5531836004323469, 6.115503566287032]",332,68
"[84.28164263776226, 60.9745957871878, 0.8649918663511443, 0.5276103250012938, 7.82907651006326]",332,69
"[85.695192137987, 62.73316039186573, 0.8893465577095006, 0.5738930346395538, 5.907346182080573]",332,70
"[86.46288226964133, 63.68279964031153, 0.9226593826257832, 0.5966067621031456, 11.703706596411905]",332,71
"[87.22670815096363, 64.65032581147642, 0.9473704239589329, 0.6231763735648548, 15.784382938183]",332,72
"[88.0712139665562, 65.66011289720159, 1.027136637215868, 0.6570738238131102, 13.87244626162385]",332,73
"[88.84469364685575, 66.71211895830432, 1.0283842985030842, 0.6951012333248227, 14.172790706487433]",332,74
"[90.7056603760064, 68.98673858894568, 1.025759338948177, 0.7140786120324749, 11.73400039865328]",332,75
"[91.67469828711171, 70.26163281913148, 1.0875696952421527, 0.7392563858715182, 16.61665416871898]",332,76
"[92.68231734425896, 71.47801764879262, 1.1632498791124848, 0.7601831727001274, 17.70175741613582]",332,77
"[93.76572767469517, 72.79513879514454, 1.1203160923466249, 0.7701578957267295, 16.471341079526724]",332,78
"[94.83120894991542, 74.15172412839752, 1.2101830668541833, 0.8413945069880236, 14.138035191636902]",332,79
"[97.18609417819684, 77.23681693189218, 1.2907960812858763, 0.8557730890439258, 17.355866506483153]",332,80
"[98.5038315819601, 78.94267397868671, 1.322165740418935, 0.9757144494348646, 20.821709113183772]",332,81
NULL,332,82
NULL,332,83
