Parameters,Group ID,Image
"[33.98994448386642, 53.83482646959524, 0.4389661693646758, 0.2372392022379728, 0]",36,0
NULL,36,1
NULL,36,2
"[33.2421145363205, 55.148332527007426, 0.49582999080378404, 0.20995108854966554, 356.3785152958819]",36,3
"[32.975298416633564, 55.660830465305246, 0.4547384242426351, 0.2565558495359501, 358.15238973400113]",36,4
"[32.433296012460545, 56.67411097309626, 0.4593279492591618, 0.24310873742266642, 353.08877288097483]",36,5
"[32.0741556651019, 57.20669565428972, 0.5129070348027945, 0.25270167606531074, 356.6335393365639]",36,6
"[31.762312855521017, 57.79027463421087, 0.5832819074830332, 0.2546073484615633, 353.7289225505021]",36,7
"[31.484883054415146, 58.3673004809236, 0.5245503072202332, 0.2999988350599943, 355.3645365731035]",36,8
"[31.14089412975841, 58.97599441022155, 0.5617704141873604, 0.27445708888675574, 354.9993554024418]",36,9
"[30.46399265721365, 60.251719964386574, 0.6362153001131872, 0.38705327528320715, 356.346299879056]",36,10
"[30.108510103254282, 60.91337609762627, 0.6889278657844967, 0.2947925785734516, 355.568245995757]",36,11
"[29.82615439285557, 61.58808029805118, 0.5176541040487277, 0.3923652830526912, 354.1652110031619]",36,12
"[29.389595219492904, 62.40049793025963, 0.648859005785712, 0.3160391111624307, 352.7992797307021]",36,13
"[29.055180715365147, 63.10192891362942, 0.5887850949375919, 0.3515233099613418, 356.6050764578808]",36,14
"[28.20689880693798, 64.76819228412892, 0.6547273808274062, 0.4019127152937765, 354.99935540244076]",36,15
"[27.841346290795045, 65.57882479716335, 0.6155886642741526, 0.4525533555986533, 355.8877711552773]",36,16
"[27.337042051271137, 66.4967440511869, 0.6737091248582201, 0.3848004657200904, 351.9762610754103]",36,17
"[26.87351902095666, 67.44991501282382, 0.6829539040374435, 0.4746443550183055, 354.80557109226885]",36,18
"[26.400969867359365, 68.36864089625688, 0.692954536422468, 0.41799522407269024, 354.03208512273073]",36,19
"[25.381178448861082, 70.51398605228081, 0.7335606194762829, 0.4932403417771978, 353.84593725863937]",36,20
"[24.9054737932844, 71.5367235015275, 0.7245979077162459, 0.5226605732487795, 350.9421118713817]",36,21
"[24.316263413877127, 72.67958949480567, 0.7692073042671335, 0.6216828892755615, 353.92754359279155]",36,22
"[23.73663630226707, 73.93415062498885, 0.811503886908881, 0.5589676708092765, 350.0698282501314]",36,23
"[23.154439679373382, 75.17374442476108, 0.8357266518094738, 0.5951346388154676, 348.5412476541248]",36,24
"[21.778772569914768, 77.92945484427439, 0.9193873946687956, 0.5979255234291654, 346.5894184256965]",36,25
"[21.1478208341182, 79.35918710350956, 0.8483125131242553, 0.6864390790598007, 345.6406634557553]",36,26
"[20.43070469282661, 80.93718477742961, 0.9230531352649156, 0.6132076482783213, 347.85776388780056]",36,27
"[19.570753024782917, 82.60271499252919, 0.9580359498733317, 0.6957553710628777, 342.10812287079995]",36,28
"[18.847260861835206, 84.31220238072508, 0.9221961460697854, 0.7118710049210525, 341.3721368235467]",36,29
"[16.99983697363706, 88.19132898878325, 1.0952390631959736, 0.8620175164042639, 340.25316339457527]",36,30
"[16.181377294342376, 90.06093676427916, 0.9528494306630136, 0.7789363012745858, 340.26744097411097]",36,31
"[15.125213814308362, 92.21700654401128, 1.2930994959165734, 0.9236391292166487, 336.1060486892543]",36,32
NULL,36,33
"[12.762540174390313, 97.13257676378075, 1.190918983755504, 0.9805988269408695, 340.7138759472675]",36,34
