Parameters,Group ID,Image
"[48.208276839563794, 40.20580864845068, 0.47186525338082674, 0.14502901496007325, 0]",40,0
NULL,40,1
NULL,40,2
NULL,40,3
NULL,40,4
NULL,40,5
NULL,40,6
NULL,40,7
NULL,40,8
NULL,40,9
"[47.984724174351115, 41.38401306616893, 0.6388408400786683, 0.19858063598282033, 0]",40,10
NULL,40,11
NULL,40,12
NULL,40,13
"[47.95783994398922, 41.87318717700211, 0.6387194083342446, 0.19520553769039126, 0]",40,14
NULL,40,15
"[47.88680311913545, 42.348593921468826, 0.6882527502050739, 0.20078283876726766, 357.95459151110754]",40,16
NULL,40,17
"[47.81355290491467, 42.68104941813726, 0.6984946066069039, 0.2063601398441423, 0]",40,18
"[47.8018182903311, 42.78750948456661, 0.6929545364224623, 0.18597058019106782, 0]",40,19
"[47.77905033102773, 43.20243709633183, 0.6999466703513377, 0.23589504449186902, 0]",40,20
"[47.767677779660275, 43.336800358793795, 0.7461197167971534, 0.25389877627961965, 0]",40,21
"[47.78101835465537, 43.573653466010235, 0.6679357517317702, 0.24202553603058413, 356.55261314813595]",40,22
"[47.71331783666912, 43.72682976308525, 0.7220924236512687, 0.23340734978997804, 0]",40,23
"[47.71083400066454, 43.92436840640352, 0.7872659760642587, 0.2470132268259493, 358.45184230102274]",40,24
"[47.68427361617994, 44.343419973956415, 0.7477164212833781, 0.27397678898122274, 358.4088597288056]",40,25
NULL,40,26
"[47.618365461043936, 44.866626752677504, 0.7220924236512687, 0.23340734978997804, 0]",40,27
"[47.5823927728574, 45.105187511355346, 0.7615844420423977, 0.2546037941590464, 358.73400099960793]",40,28
"[47.56657932938928, 45.33844373801129, 0.8038239112035157, 0.2778385570544799, 0]",40,29
NULL,40,30
"[47.44758850815226, 46.13029752537351, 0.8041483808843632, 0.2791953944856188, 358.4730793752713]",40,31
"[47.409769437152086, 46.39501438980762, 0.8000177809074742, 0.3384186599825654, 0]",40,32
"[47.38881475336162, 46.70527008404337, 0.858873228241922, 0.33873212820516707, 0]",40,33
"[47.36334030635139, 47.02885710163563, 0.8711336274429726, 0.32934577365595885, 0]",40,34
"[47.230025226840475, 47.64415512031211, 0.9288177167668792, 0.3306251392701043, 0]",40,35
"[47.215149355506604, 47.983361656038575, 0.9093320304011385, 0.35360977462043053, 0]",40,36
"[47.21033621284442, 48.332041446224686, 0.8711336274429795, 0.3897258321595478, 0]",40,37
"[47.226719690359396, 48.70314963541485, 0.9683795648427704, 0.3857561177677553, 0]",40,38
"[47.13281324346083, 49.07789417761369, 0.9385162434660625, 0.3542822802407401, 358.3864610671198]",40,39
"[47.11688191528179, 49.82419007830228, 0.9588256737701215, 0.40647443592619226, 0]",40,40
"[47.08097526251569, 50.25163781414036, 0.9565700579544583, 0.4339756324887176, 0]",40,41
"[47.01799394368805, 50.67263536672204, 1.0531363957802995, 0.44926121865525914, 0]",40,42
"[46.998933085190366, 51.155824123246354, 0.948303403132627, 0.4066512408135025, 0]",40,43
"[46.917335506878295, 51.582444986866605, 1.0413837892433544, 0.4895011342886231, 0]",40,44
"[46.843727977763955, 52.52844691830892, 1.077917872341061, 0.4790483980450233, 0]",40,45
"[46.78313768857855, 52.994610063662904, 1.1238694372879294, 0.5177200710217917, 0]",40,46
"[46.719463773415725, 53.51389389688323, 1.1805767173259127, 0.5988104975562862, 0]",40,47
"[46.74616644887152, 54.042981407886856, 1.144572793834802, 0.5796485616344993, 0]",40,48
"[46.635149637414514, 54.60328284669216, 1.1866478600686734, 0.6022434091684699, 0]",40,49
"[46.506692765769756, 55.8084233711449, 1.1573316750559994, 0.6107805197989352, 0]",40,50
