Parameters,Group ID,Image
"[28.707544511639803, 41.06181336286323, 0.586853167599827, 0.18484285451382476, 0]",30,0
"[28.41530035598041, 41.21232724273534, 0.8001432120209925, 0.200038876431551, 355.8026305405103]",30,1
"[28.244838138940732, 41.29973483139029, 0.7431396904993777, 0.18461092788749384, 353.38653951768725]",30,2
"[27.99024311510056, 41.42036437222188, 0.7765395351887169, 0.1774515816496929, 355.94596383261444]",30,3
"[27.878458579180997, 41.528874881581146, 0.6332783188203881, 0.1974735564728661, 355.9392699079648]",30,4
"[27.292025436437672, 41.77675987037229, 0.7910648015018781, 0.19101400797495663, 355.31410016049927]",30,5
"[27.135089745969275, 41.87806294434959, 0.6900913252722967, 0.22760260538684374, 354.80557109224947]",30,6
"[26.76587832841343, 42.01267237814668, 0.8596636880282843, 0.21188997923072714, 354.97057743391304]",30,7
"[26.636086210421816, 42.13197387284638, 0.7209636585029465, 0.21160688836608152, 354.4348638625237]",30,8
"[26.237206145995813, 42.30012195063064, 0.8718796514724155, 0.2253488740538077, 356.02750405924957]",30,9
"[25.715478312893026, 42.579795607529434, 0.8653479015841159, 0.26486638977288673, 355.3604565613114]",30,10
"[25.475997254185813, 42.707096179810954, 0.9108044772356688, 0.21961210023770786, 355.22251049713117]",30,11
"[25.26655546101492, 42.86880288979081, 0.8270886354381606, 0.25622727668219664, 355.4057466687344]",30,12
"[24.899177221488223, 43.04574083067545, 0.9490246885519791, 0.2510431249740421, 355.6729629902286]",30,13
"[24.71561436923514, 43.16423726935049, 0.8687098574396741, 0.27436198264705375, 355.25509445891817]",30,14
"[24.03902068406914, 43.600326268563435, 0.9049276968592215, 0.23438288063631135, 354.7167973778826]",30,15
"[23.83295653641196, 43.73213890286939, 0.9276532974264262, 0.30423423650668285, 353.21102542555843]",30,16
"[23.440263003924077, 43.94361545415291, 0.9498047412260106, 0.2609302752201963, 354.122607393358]",30,17
"[23.144654847682112, 44.1150136232984, 0.9656785348288762, 0.27133846175173115, 354.7370960315454]",30,18
"[22.84502539663638, 44.29028333755411, 0.979097629309748, 0.30056830842737264, 354.2268481044671]",30,19
"[22.1613004390039, 44.77209992622984, 0.9534547447864092, 0.2990683357685236, 353.8334988139421]",30,20
"[21.849613137674663, 44.951430439558926, 1.0482091676935008, 0.28230246750876975, 353.8329203293167]",30,21
"[21.6139524260783, 45.11037605063021, 0.9554270383451815, 0.3455582553231851, 353.2467203262331]",30,22
"[21.21758573902357, 45.375826221757464, 1.0550991709052082, 0.2972708083264012, 353.17634965002594]",30,23
"[20.890440735839082, 45.57653821589666, 0.9604268174532496, 0.34722440475694355, 352.8749836510994]",30,24
"[20.0717536047696, 46.125476899610476, 1.1228016537446008, 0.3550432846459517, 353.00711754800193]",30,25
"[19.722807262785423, 46.3885426331006, 1.0871887749153974, 0.3404128341948291, 353.1385345084345]",30,26
"[19.25428584748709, 46.70408602161, 1.1292003268730118, 0.32965687254272474, 353.17634965002594]",30,27
"[18.867372575081625, 46.98181173160682, 1.125252279159685, 0.36442085236258515, 352.75762056191104]",30,28
"[18.460411231882347, 47.28560082763823, 1.0962753503160008, 0.36056395060089796, 353.2901631922432]",30,29
"[17.59582103315573, 47.86791947466785, 1.2173104411907805, 0.5046318836951456, 353.72270151040084]",30,30
"[17.145252595386385, 48.19580586886406, 1.1906409228083623, 0.4232987438064663, 352.1913008491954]",30,31
"[16.757816461550142, 48.48417819656212, 1.1912289744752262, 0.4005722300716287, 352.8860382977033]",30,32
"[16.21467371061825, 48.85340137104826, 1.2107138281285519, 0.41576088368072955, 351.6929906993413]",30,33
"[15.743631106545095, 49.248051600878576, 1.255515943847588, 0.43769700733159156, 351.45687084914647]",30,34
"[14.709591547354655, 49.940423825954525, 1.335898442071331, 0.4758240754526519, 351.905969109978]",30,35
"[14.166159682100652, 50.30988524715415, 1.330375036875342, 0.5022643733973178, 351.58988917935585]",30,36
"[13.651427136797913, 50.75833816203442, 1.3259940548901012, 0.45734980160673244, 351.2538377374453]",30,37
"[13.159264655864433, 51.173435385438715, 1.3165451921817646, 0.45905759387435713, 350.88496614694316]",30,38
"[12.640152052936443, 51.60458014458901, 1.2664833928897274, 0.5056619777072124, 350.3831361501964]",30,39
"[11.40790789841231, 52.48697250884097, 1.552106303391839, 0.582744253807181, 351.81287638651213]",30,40
"[10.8046384484232, 52.99860737766512, 1.4453433980743637, 0.5895394625147073, 349.7808281165721]",30,41
"[10.115199946874483, 53.534507766097015, 1.4614699448052522, 0.609066795697204, 349.6008990229964]",30,42
"[9.43369634162335, 54.00574987676697, 1.7005517951290274, 0.5637971573427117, 351.63411387596716]",30,43
"[8.863349084077985, 54.53671940258514, 1.5765417669391855, 0.6429268629462462, 348.33122599963167]",30,44
"[7.354255439161431, 55.68244382945642, 1.6158192170811916, 0.6584009044118655, 347.9363026469065]",30,45
"[6.69901998692389, 56.26041915521984, 1.6341105245604826, 0.7059227389821472, 348.6099252709118]",30,46
"[5.876440657641909, 56.91127973362728, 1.660168006097667, 0.7143596393188228, 349.50852298766915]",30,47
"[5.137112208418068, 57.524531131576495, 1.7206024543143497, 0.6702699834650134, 347.2005163465449]",30,48
"[4.237980857696666, 58.14247599962235, 1.7997143917935652, 0.7800434055986804, 347.8088984028472]",30,49
"[2.586628735665763, 59.53951300352263, 1.9399715517493203, 0.8283521136348458, 347.1957339347138]",30,50
"[1.8157324659933811, 60.36169512504424, 1.723189035191619, 0.7054323221893272, 345.7291790204813]",30,51
